Name,Link,Price_AMD,Price_USD,State,City,Address,Category,Review_Count,Average_Score,Free_WiFi,Breakfast_Included,Free_Parking,Swimming_Pool
Dyumri House,https://www.tripadvisor.com//Hotel_Review-g815353-d11963731-Reviews-Dyumri_House-Gyumri_Shirak_Province.html,27000.0,56.0,Shirak Province,Gyumri,Garibdzhanyan ulitsa 21,Other,0,0.0,1,0,0,0
Dzorak,https://www.tripadvisor.com//Hotel_Review-g4171795-d14949196-Reviews-Dzorak-Halidzor_Syunik_Province.html,266667.0,549.0,Syunik Province,Halidzor,Ulitsa 6-ya,Other,0,0.0,0,0,0,0
Eco House and Camp,https://www.tripadvisor.com//Hotel_Review-g1160895-d13991964-Reviews-Eco_House_and_Camp-Dilijan_Tavush_Province.html,12500.0,26.0,Tavush Province,Dilijan,Getapnya Street,Specialty Lodging,2,5.0,0,0,0,0
EcoKayan Dilijan Hotel,https://www.tripadvisor.com//Hotel_Review-g1160895-d14049097-Reviews-EcoKayan_Dilijan_Hotel-Dilijan_Tavush_Province.html,9575.0,20.0,Tavush Province,Dilijan,Hovk Street 51,Specialty Lodging,11,4.90909090909091,1,0,1,0
Eden Guest House,https://www.tripadvisor.com//Hotel_Review-g666439-d10352461-Reviews-Eden_Guest_House-Goris_Syunik_Province.html,21000.0,43.0,Syunik Province,Goris,Orbelyanner st. 4,B&Bs,6,4.5,1,0,1,0
Eder Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d13002894-Reviews-Eder_Hostel-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,"9 Gazar Parpyettsi str., Apt 1",Specialty Lodging,3,5.0,1,0,0,0
Elegant Hotel and Resort,https://www.tripadvisor.com//Hotel_Review-g2151208-d7624007-Reviews-Elegant_Hotel_and_Resort-Tsakhkadzor_Kotayk_Province.html,45833.0,94.0,Kotayk Province,Tsakhkadzor,Tandzaghpyur Street 11,Hotel,86,4.40697674418605,1,0,1,0
Elegant Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d15608058-Reviews-Elegant_Hotel-Goris_Syunik_Province.html,23325.0,48.0,Syunik Province,Goris,Andranik Street,Other,0,0.0,0,0,0,0
Elen B&B,https://www.tripadvisor.com//Hotel_Review-g815351-d7974574-Reviews-Elen_B_B-Alaverdi_Lori_Province.html,22158.0,46.0,Lori Province,Alaverdi,Neghots,B&Bs,1,1.0,1,0,1,0
Elis Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d16717362-Reviews-Elis_Hotel-Tsakhkadzor_Kotayk_Province.html,20833.0,43.0,Kotayk Province,Tsakhkadzor,Tandzaghbyur St,Other,0,0.0,0,0,0,0
Elit,https://www.tripadvisor.com//Hotel_Review-g2708789-d14941765-Reviews-Elit-Ijevan_Tavush_Province.html,20742.0,43.0,Tavush Province,Ijevan,,Other,0,0.0,0,0,0,0
Elysium Gallery Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8498551-Reviews-Elysium_Gallery_Hotel-Yerevan.html,20583.0,42.0,Yerevan,Yerevan,Kokhbatsi str. 75/5,B&Bs,44,3.95454545454545,1,0,1,0
Em&Ri Guest House in Odzun,https://www.tripadvisor.com//Hotel_Review-g2426280-d15064685-Reviews-Em_Ri_Guest_House_in_Odzun-Odzun_Alaverdi_Lori_Province.html,14583.0,30.0,Lori Province,Alaverdi,3rd Street,Specialty Lodging,1,5.0,0,0,0,0
Envoy Hostel and Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d595944-Reviews-Envoy_Hostel_and_Tours-Yerevan.html,20417.0,42.0,Yerevan,Yerevan,54 Pushkin St.,Specialty Lodging,363,4.71900826446281,1,1,0,0
Erazank Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d7113631-Reviews-Erazank_Hotel-Gyumri_Shirak_Province.html,50000.0,103.0,Shirak Province,Gyumri,Minas Avetisyan st. 2,Other,0,0.0,1,0,1,0
Erebuni Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d1216356-Reviews-Erebuni_Hotel-Yerevan.html,37500.0,77.0,Yerevan,Yerevan,Sargsyana Vazgyena str. 26/4,Hotel,178,4.25842696629214,1,1,0,0
Evmari Hotel,https://www.tripadvisor.com//Hotel_Review-g2708780-d6160322-Reviews-Evmari_Hotel-Jermuk_Vayots_Dzor_Province.html,29167.0,60.0,Vayots Dzor Province,Jermuk,Shahumyan Str 3,B&Bs,2,4.5,1,0,0,0
Extreme Excite Hostel And Travel,https://www.tripadvisor.com//Hotel_Review-g293932-d15053095-Reviews-Extreme_Excite_Hostel_And_Travel-Yerevan.html,12990.0,27.0,Yerevan,Yerevan,Pushkina str. 21,Specialty Lodging,2,5.0,1,0,1,0
Familia,https://www.tripadvisor.com//Hotel_Review-g293932-d12616581-Reviews-Familia-Yerevan.html,12000.0,25.0,Yerevan,Yerevan,Sepuhi 29,B&Bs,1,5.0,1,0,1,0
Family & Friends,https://www.tripadvisor.com//Hotel_Review-g1160895-d10822293-Reviews-Family_Friends-Dilijan_Tavush_Province.html,18333.0,38.0,Tavush Province,Dilijan,Andranik 1-st Lane 7,Other,0,0.0,1,0,1,0
Family Guest House,https://www.tripadvisor.com//Hotel_Review-g815351-d14832612-Reviews-Family_Guest_House-Alaverdi_Lori_Province.html,20583.0,42.0,Lori Province,Alaverdi,Sanahin Kayaran 38,B&Bs,1,5.0,0,0,0,0
Family Hotel Nigatun,https://www.tripadvisor.com//Hotel_Review-g293932-d10681844-Reviews-Family_Hotel_Nigatun-Yerevan.html,11490.0,24.0,Yerevan,Yerevan,Admiral Isakov Street 333/1,Specialty Lodging,3,3.66666666666667,1,0,1,0
Family Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d2442938-Reviews-Family_Hotel-Yerevan.html,22881.0,47.0,Yerevan,Yerevan,"Buzanda St., 49/1",B&Bs,25,4.52,1,0,0,0
Family House Jermuk,https://www.tripadvisor.com//Hotel_Review-g2708780-d11621794-Reviews-Family_House_Jermuk-Jermuk_Vayots_Dzor_Province.html,7990.0,16.0,Vayots Dzor Province,Jermuk,Shahumyan Street 20,Other,0,0.0,1,0,1,0
Family Rest House,https://www.tripadvisor.com//Hotel_Review-g1160895-d12545625-Reviews-Family_Rest_House-Dilijan_Tavush_Province.html,23333.0,48.0,Tavush Province,Dilijan,Kamoi Street 73,Other,0,0.0,0,0,0,0
Faria Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d13109505-Reviews-Faria_Boutique_Hotel-Tsakhkadzor_Kotayk_Province.html,18333.0,38.0,Kotayk Province,Tsakhkadzor,Charents street 3/2,B&Bs,6,4.5,1,0,1,0
Feel Inn Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d8039152-Reviews-Feel_Inn_Hostel-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,Khorrdarani str. 36,Specialty Lodging,14,4.92857142857143,1,0,1,0
Fenix Complex,https://www.tripadvisor.com//Hotel_Review-g2711245-d11705571-Reviews-Fenix_Complex-Kapan_Syunik_Province.html,15000.0,31.0,Syunik Province,Kapan,"1st Aram Manukyan St., 8",Other,3,5.0,1,0,1,0
FindArmenia Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d10127306-Reviews-FindArmenia_Hostel-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,Bayrona str. 10,Specialty Lodging,30,4.83333333333333,1,0,1,0
FlatsInYerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d7179599-Reviews-FlatsInYerevan-Yerevan.html,21467.0,44.0,Yerevan,Yerevan,Vardanantsa str. 5A,Specialty Lodging,12,4.41666666666667,1,0,0,0
Flora,https://www.tripadvisor.com//Hotel_Review-g1055321-d6163021-Reviews-Flora-Sisian_Syunik_Province.html,10817.0,22.0,Syunik Province,Sisian,"Gayi St., 1",Other,0,0.0,0,0,0,0
Fortune,https://www.tripadvisor.com//Hotel_Review-g293932-d10817039-Reviews-Fortune-Yerevan.html,6742.0,14.0,Yerevan,Yerevan,Tairov Building 5,Specialty Lodging,1,3.0,1,0,1,0
Forum Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d6206559-Reviews-Forum_Hotel-Yerevan.html,30000.0,62.0,Yerevan,Yerevan,Paronyana str. 19/3,Hotel,46,4.17777777777778,1,0,1,0
Freedom Apartments On Arami street,https://www.tripadvisor.com//Hotel_Review-g293932-d15885751-Reviews-Freedom_Apartments_On_Arami_street-Yerevan.html,36000.0,74.0,Yerevan,Yerevan,Arami str. 70,Other,0,0.0,0,0,0,0
Friendship Hostel & Tours 2,https://www.tripadvisor.com//Hotel_Review-g293932-d13329847-Reviews-Friendship_Hostel_Tours_2-Yerevan.html,20000.0,41.0,Yerevan,Yerevan,Manukyan Alyek str. 17,Specialty Lodging,1,5.0,0,0,0,0
Friendship Hostel & Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d12214565-Reviews-Friendship_Hostel_Tours-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,Yeznik Kokhbatsi Street 1,Specialty Lodging,23,4.34782608695652,1,0,1,0
Gagari Mot Hotel and Restaurant,https://www.tripadvisor.com//Hotel_Review-g666442-d15416117-Reviews-Gagari_Mot_Hotel_and_Restaurant-Sevan_Lake_Sevan_Gegharkunik_Province.html,22500.0,46.0,Gegharkunik Province,Lake Sevan,Dilijan Highway 5 Km,Other,0,0.0,0,0,0,0
Gagari Mot,https://www.tripadvisor.com//Hotel_Review-g666442-d15511147-Reviews-Gagari_Mot-Sevan_Lake_Sevan_Gegharkunik_Province.html,40833.0,84.0,Gegharkunik Province,Lake Sevan,"M4, Gegarkunik, 7th km",Other,0,0.0,0,0,0,0
Garni Hinyard,https://www.tripadvisor.com//Hotel_Review-g293932-d15232085-Reviews-Garni_Hinyard-Yerevan.html,25833.0,53.0,Yerevan,Yerevan,Azatamartikner St. 1/7,Other,0,0.0,0,0,0,0
Garun Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d11969135-Reviews-Garun_Hotel-Gyumri_Shirak_Province.html,35250.0,73.0,Shirak Province,Gyumri,Highway 1 Marmashen,Other,0,0.0,1,0,0,0
Gayane Guest House,https://www.tripadvisor.com//Hotel_Review-g1160895-d12673616-Reviews-Gayane_Guest_House-Dilijan_Tavush_Province.html,9986.0,21.0,Tavush Province,Dilijan,Ordzhonokidzie st 19,Other,0,0.0,0,0,0,0
Gegama Villa Holiday Park,https://www.tripadvisor.com//Hotel_Review-g666442-d7988885-Reviews-Gegama_Villa_Holiday_Park-Sevan_Lake_Sevan_Gegharkunik_Province.html,9500.0,20.0,Gegharkunik Province,Lake Sevan,South-West Pribrezhnaya Square,Specialty Lodging,2,4.0,0,0,0,0
Georgia Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d9786922-Reviews-Georgia_Hotel-Yerevan.html,7083.0,15.0,Yerevan,Yerevan,"Ashtarak Highway, 6",Other,0,0.0,1,0,1,0
Gexama Home,https://www.tripadvisor.com//Hotel_Review-g666442-d14781050-Reviews-Gexama_Home-Sevan_Lake_Sevan_Gegharkunik_Province.html,40833.0,84.0,Gegharkunik Province,Lake Sevan,,Other,0,0.0,0,0,0,0
Gladzor Resort,https://www.tripadvisor.com//Hotel_Review-g666442-d10305517-Reviews-Gladzor_Resort-Sevan_Lake_Sevan_Gegharkunik_Province.html,6658.0,14.0,Gegharkunik Province,Lake Sevan,Lchapi 1,Specialty Lodging,2,3.5,1,0,1,0
Globus hostel &Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d13814183-Reviews-Globus_hostel_Tours-Yerevan.html,3742.0,8.0,Yerevan,Yerevan,Tumanyan O. str. 10,Specialty Lodging,1,5.0,0,0,0,0
GN Hotel Dilijan,https://www.tripadvisor.com//Hotel_Review-g1160895-d8706960-Reviews-GN_Hotel_Dilijan-Dilijan_Tavush_Province.html,12000.0,25.0,Tavush Province,Dilijan,Sovetner street 21,Other,0,0.0,0,0,0,0
Gohar's Guest House,https://www.tripadvisor.com//Hotel_Review-g2135874-d2172385-Reviews-Gohar_s_Guest_House-Yeghegnadzor_Vayots_Dzor_Province.html,37734.0,78.0,Vayots Dzor Province,Yeghegnadzor,Spandaryan Street 44,B&Bs,51,4.87096774193548,1,0,1,0
Gokor B&B,https://www.tripadvisor.com//Hotel_Review-g1160895-d13810658-Reviews-Gokor_B_B-Dilijan_Tavush_Province.html,19091.0,39.0,Tavush Province,Dilijan,Kalinini 33,Specialty Lodging,4,4.33333333333333,1,0,1,0
Golden Apricot,https://www.tripadvisor.com//Hotel_Review-g815353-d6840356-Reviews-Golden_Apricot-Gyumri_Shirak_Province.html,19125.0,39.0,Shirak Province,Gyumri,Gorki 84\1,Hotel,28,3.67857142857143,1,0,1,0
Golden Eagle Guesthouse,https://www.tripadvisor.com//Hotel_Review-g293932-d3870831-Reviews-Golden_Eagle_Guesthouse-Yerevan.html,12500.0,26.0,Yerevan,Yerevan,Sosye str. 24/2,B&Bs,10,5.0,0,0,0,0
Golden Palace Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d13457134-Reviews-Golden_Palace_Hotel_Yerevan-Yerevan.html,74900.0,154.0,Yerevan,Yerevan,11 Northern Avenue,Hotel,14,4.23076923076923,1,0,1,0
Golden Palace Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d4092415-Reviews-Golden_Palace_Hotel-Tsakhkadzor_Kotayk_Province.html,20000.0,41.0,Kotayk Province,Tsakhkadzor,Tandzaghbyur St. 34/1,Hotel,162,4.46913580246914,1,0,1,0
Golden Second Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d3284430-Reviews-Golden_Second_Hotel-Yerevan.html,10190.0,21.0,Yerevan,Yerevan,Nazarbekyan Street 15/6,Other,0,0.0,0,0,0,0
Gor,https://www.tripadvisor.com//Hotel_Review-g666439-d13971088-Reviews-Gor-Goris_Syunik_Province.html,24167.0,50.0,Syunik Province,Goris,Andranik Street 3,Other,0,0.0,0,0,0,0
Goris Guest House,https://www.tripadvisor.com//Hotel_Review-g666439-d6852000-Reviews-Goris_Guest_House-Goris_Syunik_Province.html,38400.0,79.0,Syunik Province,Goris,Mashtots Street 29,B&Bs,1,5.0,1,0,0,0
Goris Hotel,https://www.tripadvisor.com//Hotel_Review-g666439-d3531309-Reviews-Goris_Hotel-Goris_Syunik_Province.html,45000.0,93.0,Syunik Province,Goris,"Khorenatsi St., 53",B&Bs,30,3.7,1,0,1,0
Gosh Hotel,https://www.tripadvisor.com//Hotel_Review-g1160895-d10920139-Reviews-Gosh_Hotel-Dilijan_Tavush_Province.html,6667.0,14.0,Tavush Province,Dilijan,"Selo Gosh, ul. Mxitar Gosh d. 73",Other,0,0.0,0,0,0,0
Gostevoy Dom v Gorise,https://www.tripadvisor.com//Hotel_Review-g666439-d13927479-Reviews-Gostevoy_Dom_v_Gorise-Goris_Syunik_Province.html,20833.0,43.0,Syunik Province,Goris,Getapnya Street,Other,0,0.0,0,0,0,0
Grammy Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d2695368-Reviews-Grammy_Hostel-Yerevan.html,23990.0,49.0,Yerevan,Yerevan,Agayan K. str. 15,Specialty Lodging,52,4.71153846153846,1,0,1,0
Grand Hills Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d15780015-Reviews-Grand_Hills_Hotel-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Ovsyepyan G. str. 61,Other,0,0.0,1,0,1,0
Grand Hostel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d6761410-Reviews-Grand_Hostel_Yerevan-Yerevan.html,12843.0,26.0,Yerevan,Yerevan,"Aigestan 10th st., 31",Specialty Lodging,69,4.39130434782609,1,0,1,0
Grand Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d585269-Reviews-Grand_Hotel_Yerevan-Yerevan.html,65910.0,136.0,Yerevan,Yerevan,14 Abovian St,Hotel,385,4.57180156657963,1,0,0,1
Grand House Hotel,https://www.tripadvisor.com//Hotel_Review-g2711245-d15320972-Reviews-Grand_House_Hotel-Kapan_Syunik_Province.html,12492.0,26.0,Syunik Province,Kapan,Shynararnery 6,Other,0,0.0,0,0,0,0
Grant Ton Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d8673952-Reviews-Grant_Ton_Hotel-Vanadzor_Lori_Province.html,91544.0,188.0,Lori Province,Vanadzor,,Other,0,0.0,0,0,0,0
Grant Villa,https://www.tripadvisor.com//Hotel_Review-g293932-d13284143-Reviews-Grant_Villa-Yerevan.html,7990.0,16.0,Yerevan,Yerevan,House 28 Aygyestan 9 str.,Specialty Lodging,1,5.0,0,0,0,0
Green Dilijan B&B,https://www.tripadvisor.com//Hotel_Review-g1160895-d10719060-Reviews-Green_Dilijan_B_B-Dilijan_Tavush_Province.html,22059.0,45.0,Tavush Province,Dilijan,"Ulitsa Andranika, dom 13 2 tupik",Other,0,0.0,1,0,1,0
Green Garden  Guesthouse,https://www.tripadvisor.com//Hotel_Review-g1160895-d15104410-Reviews-Green_Garden_Guesthouse-Dilijan_Tavush_Province.html,21090.0,43.0,Tavush Province,Dilijan,Getapnya St. 2,Other,0,0.0,1,0,1,0
Green Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15128173-Reviews-Green_Hostel-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Paronyana str. 28/1,Other,0,0.0,1,0,1,0
Green House Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d3428683-Reviews-Green_House_Hotel-Vanadzor_Lori_Province.html,7492.0,15.0,Lori Province,Vanadzor,"8, Banaki Street",B&Bs,2,1.0,0,0,0,0
Green Palace Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d3265300-Reviews-Green_Palace_Hotel-Yerevan.html,14875.0,31.0,Yerevan,Yerevan,Myasnikyana ave 57,B&Bs,19,4.61111111111111,1,0,1,0
Gross Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d3152364-Reviews-Gross_Hotel-Vanadzor_Lori_Province.html,12492.0,26.0,Lori Province,Vanadzor,1 Gr Lousavorich Str 38,Other,0,0.0,0,0,0,0
GS Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12483499-Reviews-GS_Hotel-Yerevan.html,6667.0,14.0,Yerevan,Yerevan,Nazarbyekyan Tovmas str. 35/3,Specialty Lodging,1,4.0,1,0,1,0
Guest Hous Anahit,https://www.tripadvisor.com//Hotel_Review-g2708789-d6508530-Reviews-Guest_Hous_Anahit-Ijevan_Tavush_Province.html,12742.0,26.0,Tavush Province,Ijevan,Tavrizyan 4,B&Bs,42,4.92857142857143,1,0,1,0
Guest House 1,https://www.tripadvisor.com//Hotel_Review-g293932-d12928426-Reviews-Guest_House_1-Yerevan.html,9992.0,21.0,Yerevan,Yerevan,7.Sayat Nova str. 23/28,Specialty Lodging,5,4.4,1,0,1,0
Guest House Armina,https://www.tripadvisor.com//Hotel_Review-g2135874-d13000043-Reviews-Guest_House_Armina-Yeghegnadzor_Vayots_Dzor_Province.html,3742.0,8.0,Vayots Dzor Province,Yeghegnadzor,"Avaghian dom 29 sobstviennyi dom, 2 ietazh",Other,0,0.0,1,0,1,0
Guest House Arsan,https://www.tripadvisor.com//Hotel_Review-g2151208-d10796988-Reviews-Guest_House_Arsan-Tsakhkadzor_Kotayk_Province.html,24167.0,50.0,Kotayk Province,Tsakhkadzor,Yeghishe Charents ul 22,B&Bs,4,5.0,1,0,1,0
Guest House at Aygestana,https://www.tripadvisor.com//Hotel_Review-g293932-d8651814-Reviews-Guest_House_at_Aygestana-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,Aygyestan 1 str. 11,B&Bs,3,5.0,1,0,1,0
Guest House Bella,https://www.tripadvisor.com//Hotel_Review-g2435003-d13418660-Reviews-Guest_House_Bella-Areni_Vayots_Dzor_Province.html,14158.0,29.0,Vayots Dzor Province,Areni,H40,Other,0,0.0,1,0,1,0
Guest House Dompolski,https://www.tripadvisor.com//Hotel_Review-g815353-d10794057-Reviews-Guest_House_Dompolski-Gyumri_Shirak_Province.html,12309.0,25.0,Shirak Province,Gyumri,Sevak Paruyr 11,B&Bs,1,5.0,0,0,0,0
Guest House Hasmik,https://www.tripadvisor.com//Hotel_Review-g1160895-d10537517-Reviews-Guest_House_Hasmik-Dilijan_Tavush_Province.html,16644.0,34.0,Tavush Province,Dilijan,Ulitsa Mkhitaryan D. 6,Other,0,0.0,0,0,0,0
Guest House in Alaverdi,https://www.tripadvisor.com//Hotel_Review-g815351-d10753046-Reviews-Guest_House_in_Alaverdi-Alaverdi_Lori_Province.html,40833.0,84.0,Lori Province,Alaverdi,Jravazani Street 73,Other,0,0.0,0,0,0,0
Guest House Khrimyan Hayrik Street 18,https://www.tripadvisor.com//Hotel_Review-g815353-d10498982-Reviews-Guest_House_Khrimyan_Hayrik_Street_18-Gyumri_Shirak_Province.html,22059.0,45.0,Shirak Province,Gyumri,Khrimyan Hayrik Street 18,B&Bs,1,4.0,0,0,0,0
Guest House Komitas,https://www.tripadvisor.com//Hotel_Review-g293932-d13085144-Reviews-Guest_House_Komitas-Yerevan.html,29167.0,60.0,Yerevan,Yerevan,Kristapor Street 61,B&Bs,1,5.0,1,0,1,0
Guest House Krunk,https://www.tripadvisor.com//Hotel_Review-g666442-d12770489-Reviews-Guest_House_Krunk-Sevan_Lake_Sevan_Gegharkunik_Province.html,32250.0,66.0,Gegharkunik Province,Lake Sevan,Nairyan Street,B&Bs,1,1.0,1,0,1,0
Guest House Mush,https://www.tripadvisor.com//Hotel_Review-g1160895-d9699774-Reviews-Guest_House_Mush-Dilijan_Tavush_Province.html,22059.0,45.0,Tavush Province,Dilijan,Tbilisyan 198,Specialty Lodging,2,1.0,0,0,1,0
Guest House Myasnikyan,https://www.tripadvisor.com//Hotel_Review-g293932-d15086527-Reviews-Guest_House_Myasnikyan-Yerevan.html,8000.0,16.0,Yerevan,Yerevan,Myasnikyana ave 39,Other,0,0.0,0,0,0,0
Guest House on Aigestana,https://www.tripadvisor.com//Hotel_Review-g293932-d12145249-Reviews-Guest_House_on_Aigestana-Yerevan.html,6667.0,14.0,Yerevan,Yerevan,"Aigestana St., 213/1",Specialty Lodging,2,3.0,1,0,1,0
Guest House on Baghramyan,https://www.tripadvisor.com//Hotel_Review-g293932-d12500758-Reviews-Guest_House_on_Baghramyan-Yerevan.html,13325.0,27.0,Yerevan,Yerevan,Bagramyan Marshal ave 61,Specialty Lodging,1,4.0,0,0,0,0
Guest House On Novaya Street,https://www.tripadvisor.com//Hotel_Review-g8838761-d11769065-Reviews-Guest_House_On_Novaya_Street-Ptghni_Kotayk_Province.html,11429.0,24.0,Kotayk Province,Ptghni,"Novaya Street, 15 Kotaitskiy r-n",Other,0,0.0,1,0,1,0
Guest House Rubina,https://www.tripadvisor.com//Hotel_Review-g815351-d12496677-Reviews-Guest_House_Rubina-Alaverdi_Lori_Province.html,9524.0,20.0,Lori Province,Alaverdi,"Baghramyan St., 47",Other,0,0.0,1,0,1,0
Guest House Topaz,https://www.tripadvisor.com//Hotel_Review-g2711288-d9773584-Reviews-Guest_House_Topaz-Vayk_Vayots_Dzor_Province.html,17308.0,36.0,Vayots Dzor Province,Vayk,Shahumyan Street 46,Other,0,0.0,1,0,0,1
Guest House Vladimir,https://www.tripadvisor.com//Hotel_Review-g1160895-d12921314-Reviews-Guest_House_Vladimir-Dilijan_Tavush_Province.html,19091.0,39.0,Tavush Province,Dilijan,Ul Akopdzhanyan Dom 5 B,Other,0,0.0,0,0,1,0
Guest House West Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d10502794-Reviews-Guest_House_West_Yerevan-Yerevan.html,9908.0,20.0,Yerevan,Yerevan,Sporta str. 23,Specialty Lodging,5,5.0,1,0,1,0
Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d12852733-Reviews-Guest_House-Yerevan.html,99854.0,205.0,Yerevan,Yerevan,Sporta str. 27/2,Other,0,0.0,0,0,0,0
Guesthouse Caxkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d12997320-Reviews-Guesthouse_Caxkadzor-Tsakhkadzor_Kotayk_Province.html,13523.0,28.0,Kotayk Province,Tsakhkadzor,Orbel 19,Other,0,0.0,1,0,1,0
GuestHouse Crown of Tsaghkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d13438948-Reviews-GuestHouse_Crown_of_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html,28500.0,59.0,Kotayk Province,Tsakhkadzor,Saralanj St. 3,Other,0,0.0,1,0,1,0
Guesthouse Imperial,https://www.tripadvisor.com//Hotel_Review-g2708780-d10948397-Reviews-Guesthouse_Imperial-Jermuk_Vayots_Dzor_Province.html,6658.0,14.0,Vayots Dzor Province,Jermuk,Sarvorneri 5,Other,0,0.0,0,0,0,0
Guesthouse Martirosyan's,https://www.tripadvisor.com//Hotel_Review-g293932-d8521896-Reviews-Guesthouse_Martirosyan_s-Yerevan.html,22500.0,46.0,Yerevan,Yerevan,Shara Talyan 8/3,Specialty Lodging,2,5.0,1,0,1,0
Guesthouse Na Ulice Orbeli,https://www.tripadvisor.com//Hotel_Review-g293932-d10544194-Reviews-Guesthouse_Na_Ulice_Orbeli-Yerevan.html,5825.0,12.0,Yerevan,Yerevan,ul. Orbeli 18/2,Other,0,0.0,1,0,0,0
Guesthouse Old Idjevan,https://www.tripadvisor.com//Hotel_Review-g2708789-d12700485-Reviews-Guesthouse_Old_Idjevan-Ijevan_Tavush_Province.html,18333.0,38.0,Tavush Province,Ijevan,Yerevanian Street,Other,0,0.0,1,0,1,0
Guesthouse Paradise,https://www.tripadvisor.com//Hotel_Review-g293932-d7257556-Reviews-Guesthouse_Paradise-Yerevan.html,17990.0,37.0,Yerevan,Yerevan,Abovyan 7-oi Mikroraion,Other,0,0.0,0,0,0,0
Guesthouse Sveta,https://www.tripadvisor.com//Hotel_Review-g1160895-d12544805-Reviews-Guesthouse_Sveta-Dilijan_Tavush_Province.html,14982.0,31.0,Tavush Province,Dilijan,"St. Kamo, h. 125a 1",Other,0,0.0,1,0,1,0
Guesthouse Vera,https://www.tripadvisor.com//Hotel_Review-g2135874-d12977502-Reviews-Guesthouse_Vera-Yeghegnadzor_Vayots_Dzor_Province.html,18306.0,38.0,Vayots Dzor Province,Yeghegnadzor,Orbeli 12,Other,0,0.0,1,0,1,0
Guesthouse,https://www.tripadvisor.com//Hotel_Review-g1160895-d15353306-Reviews-Guesthouse-Dilijan_Tavush_Province.html,21667.0,45.0,Tavush Province,Dilijan,Kamo Street,Other,0,0.0,0,0,0,0
Guesthouse/B&B In Dilijan,https://www.tripadvisor.com//Hotel_Review-g1160895-d15593804-Reviews-Guesthouse_B_B_In_Dilijan-Dilijan_Tavush_Province.html,10000.0,21.0,Tavush Province,Dilijan,Kamo Street 125 A,Other,0,0.0,0,0,0,0
Gyumresti Guest House,https://www.tripadvisor.com//Hotel_Review-g815353-d13238410-Reviews-Gyumresti_Guest_House-Gyumri_Shirak_Province.html,36667.0,75.0,Shirak Province,Gyumri,Shahumyan Street 14,Other,0,0.0,1,0,1,0
Gyumri Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d4288842-Reviews-Gyumri_Hotel-Yerevan.html,18333.0,38.0,Yerevan,Yerevan,"Lusinjan St., 1",B&Bs,2,3.5,1,0,1,0
Hacukac Vanadzor B&B,https://www.tripadvisor.com//Hotel_Review-g1438527-d12600278-Reviews-Hacukac_Vanadzor_B_B-Vanadzor_Lori_Province.html,19000.0,39.0,Lori Province,Vanadzor,Zakaryan Street 36a,B&Bs,1,3.0,0,0,0,0
Halidzor Hotel,https://www.tripadvisor.com//Hotel_Review-g4171795-d7932967-Reviews-Halidzor_Hotel-Halidzor_Syunik_Province.html,20000.0,41.0,Syunik Province,Halidzor,2nd St. 38,Specialty Lodging,5,4.33333333333333,1,0,1,0
